"id","code"
1017,"23440"
1018,"25076"
1019,"45380"
1020,"50390"
1021,"67900"
1022,"77750"
1023,"27330"
1024,"76817"
1025,"21181"
1026,"32505"
1027,"64408"
1028,"62302"
1029,"75822"
1030,"96151"
1031,"28405"
1032,"27091"
1033,"67005"
1034,"46607"
1035,"13152"
1036,"67105"
1037,"94727"
1038,"22116"
1039,"43210"
1040,"52214"
1041,"20200"
1042,"75872"
1043,"11301"
1044,"69105"
1045,"41017"
1046,"47480"
1047,"95885"
1048,"21240"
1049,"64859"
1050,"64865"
1051,"96933"
1052,"50728"
1053,"32556"
1054,"69805"
1055,"39541"
1056,"47612"
1057,"24200"
1058,"24530"
1059,"27466"
1060,"69620"
1061,"41108"
1062,"30110"
1063,"43254"
1064,"31623"
1065,"31631"
1066,"21172"
1067,"31633"
1068,"67250"
1069,"32110"
1070,"67343"
1071,"69650"
1072,"99309"
1073,"96101"
1074,"15822"
1075,"78816"
1076,"42842"
1077,"41155"
1078,"23075"
1079,"33737"
1080,"47122"
1081,"74712"
1082,"47570"
1083,"43242"
1084,"15777"
1085,"62327"
1086,"23412"
1087,"11981"
1088,"33786"
1089,"54312"
1090,"27420"
1091,"27465"
1092,"36571"
1093,"26715"
1094,"43501"
1095,"97535"
1096,"28046"
1097,"15781"
1098,"46750"
1099,"52318"
1100,"67500"
1101,"33261"
1102,"75860"
1103,"G0101"
1104,"15260"
1105,"37233"
1106,"58900"
1107,"31592"
1108,"45349"
1109,"99465"
1110,"64892"
1111,"98941"
1112,"36595"
1113,"43830"
1114,"28090"
1115,"68550"
1116,"29873"
1117,"33231"
1118,"46762"
1119,"34900"
1120,"71021"
1121,"15131"
1122,"43211"
1123,"57200"
1124,"96000"
1125,"88374"
1126,"93990"
1127,"52001"
1128,"21175"
1129,"50020"
1130,"31820"
1131,"76810"
1132,"93619"
1133,"42227"
1134,"76642"
1135,"35081"
1136,"35182"
1137,"78597"
1138,"54670"
1139,"61536"
1140,"59400"
1141,"99224"
1142,"25109"
1143,"31297"
1144,"54512"
1145,"21151"
1146,"11044"
1147,"33233"
1148,"40530"
1149,"58951"
1150,"88368"
1151,"31500"
1152,"42725"
1153,"26440"
1154,"36563"
1155,"50606"
1156,"70015"
1157,"66770"
1158,"90471"
1159,"31647"
1160,"42000"
1161,"27740"
1162,"92550"
1163,"93662"
1164,"62280"
1165,"21012"
1166,"95860"
1167,"27337"
1168,"76512"
1169,"35535"
1170,"66682"
1171,"27590"
1172,"28825"
1173,"33697"
1174,"35626"
1175,"50236"
1176,"21400"
1177,"27065"
1178,"43352"
1179,"53415"
1180,"22861"
1181,"50740"
1182,"25391"
1183,"51990"
1184,"31390"
1185,"27830"
1186,"14001"
1187,"41130"
1188,"23170"
1189,"27324"
1190,"15201"
1191,"44361"
1192,"50830"
1193,"23415"
1194,"33460"
1195,"43611"
1196,"59514"
1197,"42440"
1198,"43832"
1199,"43855"
1200,"73221"
1201,"17312"
1202,"46275"
1203,"76102"
1204,"53505"
1205,"94453"
1206,"74185"
1207,"52334"
1208,"62350"
1209,"43520"
1210,"43255"
1211,"33430"
1212,"58805"
1213,"96004"
1214,"50800"
1215,"21502"
1216,"56405"
1217,"49215"
1218,"61320"
1219,"50840"
1220,"69210"
1221,"29825"
1222,"61798"
1223,"G0105"
1224,"43644"
1225,"67335"
1226,"42821"
1227,"73115"
1228,"26502"
1229,"G0421"
1230,"35276"
1231,"34001"
1232,"37243"
1233,"24126"
1234,"27333"
1235,"45540"
1236,"64910"
1237,"73225"
1238,"92625"
1239,"24310"
1240,"93451"
1241,"15845"
1242,"12005"
1243,"32997"
1244,"28220"
1245,"54056"
1246,"19324"
1247,"67031"
1248,"95909"
1249,"75605"
1250,"50590"
1251,"17264"
1252,"93292"
1253,"G0453"
1254,"65101"
1255,"45388"
1256,"51065"
1257,"54164"
1258,"26607"
1259,"29846"
1260,"95782"
1261,"19101"
1262,"93979"
1263,"22848"
1264,"29900"
1265,"78102"
1266,"21184"
1267,"69209"
1268,"72157"
1269,"95810"
1270,"G0452"
1271,"51960"
1272,"27077"
1273,"45350"
1274,"78266"
1275,"97162"
1276,"15136"
1277,"47380"
1278,"60210"
1279,"43216"
1280,"78701"
1281,"70486"
1282,"45825"
1283,"69110"
1284,"G0278"
1285,"44340"
1286,"62287"
1287,"27592"
1288,"64632"
1289,"45398"
1290,"29828"
1291,"61501"
1292,"26675"
1293,"26650"
1294,"49606"
1295,"33405"
1296,"11057"
1297,"59135"
1298,"93532"
1299,"95982"
1300,"38243"
1301,"21121"
1302,"37253"
1303,"93351"
1304,"27427"
1305,"72142"
1306,"15111"
1307,"33514"
1308,"29840"
1309,"55810"
1310,"64835"
1311,"92941"
1312,"23220"
1313,"65600"
1314,"21431"
1315,"62140"
1316,"21461"
1317,"27161"
1318,"28250"
1319,"25272"
1320,"54620"
1321,"21085"
1322,"33496"
1323,"21386"
1324,"22101"
1325,"27105"
1326,"49185"
1327,"41115"
1328,"76506"
1329,"43227"
1330,"38572"
1331,"70553"
1332,"21248"
1333,"66740"
1334,"90474"
1335,"92601"
1336,"13101"
1337,"36555"
1338,"11010"
1339,"22804"
1340,"26498"
1341,"62223"
1342,"72130"
1343,"15152"
1344,"54408"
1345,"90880"
1346,"33141"
1347,"65436"
1348,"52281"
1349,"21193"
1350,"95966"
1351,"44212"
1352,"25275"
1353,"64405"
1354,"99307"
1355,"21194"
1356,"52330"
1357,"53445"
1358,"27647"
1359,"67311"
1360,"95813"
1361,"59051"
1362,"96936"
1363,"34803"
1364,"74174"
1365,"31395"
1366,"99306"
1367,"50684"
1368,"64645"
1369,"63710"
1370,"93296"
1371,"28530"
1372,"35304"
1373,"45379"
1374,"62369"
1375,"20902"
1376,"49322"
1377,"92004"
1378,"28304"
1379,"69200"
1380,"74283"
1381,"19000"
1382,"69718"
1383,"23105"
1384,"78071"
1385,"94620"
1386,"66505"
1387,"78290"
1388,"19302"
1389,"92640"
1390,"15115"
1391,"93042"
1392,"61544"
1393,"93458"
1394,"43277"
1395,"67043"
1396,"68840"
1397,"36557"
1398,"56805"
1399,"99476"
1400,"27709"
1401,"35645"
1402,"14040"
1403,"50705"
1404,"29044"
1405,"51701"
1406,"65750"
1407,"41110"
1408,"58615"
1409,"28005"
1410,"25449"
1411,"90937"
1412,"22548"
1413,"49525"
1414,"53040"
1415,"92316"
1416,"22870"
1417,"43771"
1418,"33263"
1419,"27594"
1420,"57110"
1421,"35570"
1422,"22514"
1423,"96450"
1424,"36200"
1425,"26490"
1426,"42800"
1427,"23130"
1428,"44950"
1429,"22858"
1430,"54318"
1431,"95908"
1432,"60254"
1433,"93286"
1434,"70480"
1435,"93924"
1436,"36253"
1437,"92235"
1438,"33975"
1439,"25111"
1440,"31572"
1441,"70540"
1442,"63040"
1443,"70543"
1444,"28344"
1445,"99489"
1446,"50955"
1447,"97028"
1448,"27894"
1449,"28585"
1450,"50540"
1451,"37238"
1452,"32652"
1453,"20970"
1454,"96417"
1455,"36012"
1456,"49426"
1457,"92565"
1458,"50810"
1459,"59852"
1460,"65140"
1461,"21040"
1462,"93268"
1463,"75953"
1464,"35189"
1465,"31653"
1466,"47544"
1467,"53860"
1468,"35637"
1469,"43112"
1470,"75630"
1471,"95807"
1472,"41805"
1473,"15110"
1474,"33417"
1475,"37242"
1476,"66175"
1477,"92570"
1478,"26200"
1479,"15945"
1480,"45110"
1481,"21141"
1482,"32651"
1483,"46705"
1484,"61540"
1485,"92585"
1486,"23065"
1487,"28112"
1488,"74329"
1489,"69540"
1490,"27400"
1491,"48000"
1492,"93290"
1493,"47555"
1494,"43118"
1495,"36569"
1496,"31360"
1497,"86510"
1498,"72158"
1499,"42860"
1500,"10022"
1501,"54205"
1502,"90954"
1503,"31574"
1504,"19364"
1505,"45120"
1506,"90911"
1507,"47534"
1508,"58350"
1509,"38720"
1510,"44140"
1511,"52700"
1512,"27808"
1513,"44405"
1514,"63250"
1515,"66500"
1516,"44366"
1517,"99305"
1518,"43312"
1519,"21010"
1520,"33257"
1521,"27428"
1522,"49010"
1523,"95937"
1524,"57335"
1525,"91122"
1526,"43130"
1527,"56634"
1528,"70030"
1529,"93581"
1530,"44382"
1531,"92100"
1532,"27158"
1533,"43273"
1534,"61607"
1535,"56625"
1536,"78813"
1537,"52305"
1538,"33258"
1539,"26442"
1540,"94644"
1541,"76510"
1542,"26160"
1543,"72070"
1544,"21406"
1545,"21454"
1546,"27732"
1547,"43117"
1548,"97755"
1549,"27562"
1550,"42330"
1551,"11443"
1552,"60000"
1553,"54410"
1554,"28070"
1555,"27187"
1556,"27396"
1557,"64430"
1558,"27730"
1559,"33735"
1560,"93976"
1561,"44800"
1562,"59430"
1563,"54500"
1564,"33726"
1565,"32555"
1566,"71101"
1567,"21120"
1568,"63655"
1569,"15940"
1570,"21422"
1571,"44128"
1572,"64636"
1573,"66762"
1574,"11446"
1575,"97161"
1576,"61559"
1577,"63090"
1578,"33990"
1579,"19304"
1580,"23802"
1581,"71110"
1582,"11056"
1583,"92973"
1584,"27429"
1585,"50650"
1586,"69641"
1587,"15157"
1588,"93278"
1589,"33971"
1590,"67229"
1591,"33426"
1592,"27826"
1593,"23125"
1594,"44111"
1595,"92587"
1596,"G6010"
1597,"24000"
1598,"88313"
1599,"59120"
1600,"19083"
1601,"36226"
1602,"26205"
1603,"63003"
1604,"78140"
1605,"50542"
1606,"27355"
1607,"27181"
1608,"29879"
1609,"57426"
1610,"42894"
1611,"35005"
1612,"28088"
1613,"48148"
1614,"58558"
1615,"75756"
1616,"36592"
1617,"21079"
1618,"43045"
1619,"78700"
1620,"21139"
1621,"27619"
1622,"31365"
1623,"43236"
1624,"91022"
1625,"44401"
1626,"62292"
1627,"43275"
1628,"19285"
1629,"16020"
1630,"51580"
1631,"23462"
1632,"29874"
1633,"29875"
1634,"58674"
1635,"70390"
1636,"78459"
1637,"27198"
1638,"74280"
1639,"32120"
1640,"11463"
1641,"51595"
1642,"27558"
1643,"24346"
1644,"36578"
1645,"57455"
1646,"65756"
1647,"28011"
1648,"47125"
1649,"31570"
1650,"93590"
1651,"23540"
1652,"43880"
1653,"96401"
1654,"26525"
1655,"99175"
1656,"64896"
1657,"62141"
1658,"21330"
1659,"64790"
1660,"99156"
1661,"26842"
1662,"50845"
1663,"63197"
1664,"58260"
1665,"11006"
1666,"33216"
1667,"42970"
1668,"21195"
1669,"47721"
1670,"95852"
1671,"62164"
1672,"38500"
1673,"49429"
1674,"12016"
1675,"27652"
1676,"63295"
1677,"33779"
1678,"41250"
1679,"95165"
1680,"55400"
1681,"58960"
1682,"19307"
1683,"65410"
1684,"31291"
1685,"G6001"
1686,"27098"
1687,"51525"
1688,"21451"
1689,"99223"
1690,"65150"
1691,"23500"
1692,"27202"
1693,"61576"
1694,"37211"
1695,"27613"
1696,"93272"
1697,"95992"
1698,"20983"
1699,"28675"
1700,"33411"
1701,"58345"
1702,"15770"
1703,"42971"
1704,"44205"
1705,"89220"
1706,"37214"
1707,"G0425"
1708,"61610"
1709,"35351"
1710,"67975"
1711,"15787"
1712,"35363"
1713,"23020"
1714,"27275"
1715,"96912"
1716,"27530"
1717,"47532"
1718,"67208"
1719,"G9157"
1720,"29365"
1721,"33542"
1722,"G6013"
1723,"20245"
1724,"25170"
1725,"25605"
1726,"93025"
1727,"15750"
1728,"24495"
1729,"37186"
1730,"67221"
1731,"36406"
1732,"42510"
1733,"53520"
1734,"27250"
1735,"43220"
1736,"78278"
1737,"61323"
1738,"64530"
1739,"24640"
1740,"33420"
1741,"42660"
1742,"77332"
1743,"52649"
1744,"62146"
1745,"12046"
1746,"21348"
1747,"36576"
1748,"49326"
1749,"44227"
1750,"27060"
1751,"31225"
1752,"33234"
1753,"44406"
1754,"26125"
1755,"52450"
1756,"65450"
1757,"20926"
1758,"31648"
1759,"38542"
1760,"65772"
1761,"G0508"
1762,"G0245"
1763,"44203"
1764,"97167"
1765,"21011"
1766,"62361"
1767,"G0407"
1768,"41822"
1769,"36833"
1770,"37229"
1771,"21365"
1772,"36903"
1773,"24371"
1774,"73552"
1775,"15788"
1776,"57545"
1777,"22845"
1778,"52402"
1779,"20670"
1780,"46744"
1781,"27232"
1782,"91040"
1783,"59612"
1784,"78802"
1785,"75731"
1786,"15841"
1787,"25040"
1788,"94250"
1789,"21031"
1790,"27560"
1791,"27596"
1792,"86077"
1793,"28430"
1794,"21453"
1795,"86256"
1796,"45309"
1797,"38382"
1798,"59325"
1799,"92615"
1800,"15823"
1801,"88323"
1802,"93613"
1803,"53601"
1804,"45100"
1805,"55840"
1806,"39220"
1807,"21315"
1808,"93655"
1809,"24925"
1810,"61332"
1811,"78610"
1812,"15275"
1813,"28715"
1814,"90832"
1815,"46611"
1816,"11771"
1817,"43641"
1818,"55110"
1819,"93017"
1820,"43761"
1821,"58180"
1822,"57284"
1823,"46612"
1824,"29889"
1825,"37600"
1826,"46030"
1827,"58410"
1828,"42808"
1829,"48140"
1830,"64902"
1831,"28230"
1832,"76101"
1833,"99327"
1834,"33612"
1835,"24565"
1836,"99325"
1837,"95978"
1838,"50974"
1839,"25630"
1840,"27632"
1841,"28286"
1842,"70481"
1843,"76775"
1844,"57531"
1845,"95018"
1846,"28052"
1847,"98929"
1848,"69140"
1849,"27156"
1850,"43328"
1851,"99468"
1852,"75889"
1853,"75571"
1854,"44156"
1855,"27253"
1856,"29085"
1857,"69667"
1858,"43276"
1859,"47760"
1860,"63286"
1861,"22532"
1862,"92325"
1863,"61612"
1864,"92081"
1865,"74262"
1866,"15838"
1867,"93880"
1868,"24201"
